co_seq_unidade_saude,co_seq_distrito,co_seq_tp_logradouro,co_seq_municipio,no_unidade_saude,co_ref_unidade,nu_cnes,no_logradouro,nu_logradouro,cmp_nr_logradouro,no_bairro,nu_cep,nu_telefone,nu_fax,ds_email,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro,nu_telefone_auxiliar
1291,,5,466,U.B.S. MARIA ALICE,01703-01,,MORRO SAO JOAO ,00,,CENTRO,65945000,(99)988342970,(  ),ALEXSSANDRA_10@HOTMAIL.COM,20230922121123,yago,20230922121123,yago,(  )
1275,,5,537,U.B.S. LAGE COMPRIDA,01687-01,,POV. LAGE,00,,Z. RURAL,65345000,(  ),(  ),,20230626121325,yago,20230626121325,yago,(  )
1276,,113,653,U.B.S. MUTIRAO,01688-01,,R. 05,,,VL BANDEIRANTES,65605270,(  ),(  ),,20230626121732,yago,20230626121732,yago,(  )
1274,,124,595,U.B.S. JOAO MENDES ALMEIDA ,01686-01,,DA ESTRELA ,*,RES.RAYANE FRAZÃO,NOVA PIRAPEMAS,65460000,(98)981502291,(  ),RAYFRAZAO@GMAIL.COM,20230626122029,yago,20230614152015,carliane,(98)982336541
1277,,5,653,U.B.S. PARQUE PIAUI ESF 26 ,01689-01,,R. JOAQUIM PEDREIRA,08,,PQ PIAUI I,65638899,(  ),(  ),,20230719083951,thalyta,20230719083421,yago,(  )
1158,,5,653,U.B.S. JOIA,01570-01,,R. CREIONA ,170,,JOIA ,65638899,(  ),(  ),NITHELLYOLIVEIRA@HOTMAIL.COM,20230719093741,thalyta,20220601115743,yago,(  )
1278,,5,533,U.B.S. MISTA DR. ITAMAR GUARA ,01690-01,,R. DAS VERBENAS,00,,COHAB,65940000,(99)991733578,(  ),LEIAFERNANDESMOREIRA9@GMAIL.COM,20230725083901,yago,20230725083757,yago,(  )
1279,,5,533,U.B.S. EUNICE LIMA BRITO,01691-01,,R. EDSON LOBAO,00,,VILINHA,65940000,(99)991697988,(  ),ADMBRITO2015@GMAIL.COM,20230725084248,yago,20230725084248,yago,(  )
1280,,5,533,U.B.S. RAIMUNDO NONATO ADVINCULA DE BARROS ,01692-01,,RB 226,00,,AEROPORTO,65940000,(99)991734914,(  ),FRANCISCO29BARROS@GMAIL.COM,20230725084421,yago,20230725084421,yago,(  )
1281,,5,533,U.B.S. SEN. VITORINO FREIRE ,01693-01,,R. ANTONIO FRANCISCO DOS REIS ,00,,CENTRO ,65940000,(99)981311270,(  ),MEDRADO02@HOTMAIL.COM,20230725084617,yago,20230725084617,yago,(  )
1282,,5,533,U.B.S. OTAVIO LIMA DE ARRUDA,01694-01,,R. SAO JOAO ,00,,CENTRO ,65940000,(99)982511319,(  ),,20230725084915,yago,20230725084915,yago,(  )
1283,,5,478,U.B.S. CURVA DA MATA DO BOI,01695-01,,R. PRINCIPAL ,00,,POV. CURVA DA MATA DO BOI ,65335000,(98)982023726,(  ),PRATICIAKEYLA2009@HOTMAIL.COM,20230802082857,yago,20230802074427,yago,(  )
1284,,5,478,U.B.S. TOCANTINS,01696-01,,BR 316,00,,CENTRO ,65335000,(98)984781228,(  ),GLEISONSL3@HOTMAIL.COM,20230802083032,yago,20230802074625,yago,(  )
1285,,54,478,UBS. CENTRO DO LULU,01697-01,,POV. CENTRO DO LULU,*,,,65335000,(98)984781228,(  ),GLEIDSONSF3@HOTMAIL.COM,20230802093034,carliane,20230802092835,carliane,(  )
1286,,5,505,U.B.S. ALDEIDE SANTOS,01698-01,,R. DO POSTO DE SAUDE,00,,POV. CHEGA TUDO,65299000,(98)984261645,(  ),SABRINACX@LIVE.COM,20230810091808,yago,20230810091808,yago,(  )
1287,,5,505,U.B.S. ATALIBA PINHEIRO ,01699-01,,AV. AYTON SENNA ,00,,CENTRO ,65299000,(98)984261645,(  ),SABRINACX@LIVE.COM,20230810092102,yago,20230810092102,yago,(  )
1288,,5,505,U.B.S. BARREIRA VERMELHA ,01700-01,,POV. BARREIRA VERMELHA,00,,Z. RURAL ,65299000,(98)998261545,(  ),SABRINACX@LIVE.COM,20230810092237,yago,20230810092237,yago,(  )
1289,,5,505,U.B.S. PICARRA ,01701-01,,AV. FLORIANO PEIXOTO,000,,PICARRA ,65299000,(98)984261645,(  ),SABRINACX@LINE.COM,20230810110643,yago,20230810110643,yago,(  )
673,,0,499,U.B.S. DR. RODRIGO RESENDE SILVA,01081-01,,AV. FREDERICO MARTINS DE AZEVEDO,,,SUCUPIRA,65980000,(62)982797192,(  ),JEHALANA59@GMAIL.COM,20230810151510,thalyta,20190320071425,hiago,(  )
1290,,5,523,U.B.S. GONÇALO JOSE DE SOUSA,01702-01,,POV. BACURI ,00,,Z. RURAL ,65695000,(99)999041341,(  ),YASMIN1630@HOTMAIL.COM,20230815080338,yago,20230815080338,yago,(  )
1292,,5,618,U.B.S. MANOEL ALVES DA SILVA,01704-01,,POV. SATUBA ,00,,Z. RURAL,65195000,(00)989078359,(  ),JOSENILDEVIANA9999@GMAIL.COM,20230927102156,yago,20230927102156,yago,(  )
1293,,5,618,U.B.S. JOANA DINIZ SOUZA,01705-01,,POV. BOA VISTA ,00,,Z. RURAL,65195000,(98)991708797,(  ),CLAYDYAAMA9596@GMAIL.COM,20230927105046,yago,20230927105046,yago,(  )
1294,,5,618,U.B.S. SANGUE,01706-01,,POV. SANGUE,00,,Z. RURAL ,65195000,(98)991387903,(  ),MAYLANEAZEVEDOSANTOS9@GMAIL.COM,20230927105834,yago,20230927105834,yago,(  )
1296,,5,516,U.B.S. ANGELICA ALVES DA SILVA,01708-01,,POV .FERRO ,00,,Z. RURAL,65625000,(86)999826576,(  ),MONITORAMENTO@GMAIL.COM,20231002082042,yago,20231002082042,yago,(  )
1295,,5,516,U.B.S. JOSE FURTADO ,01707-01,,CONJ. JOSE FURTADO ,00,,CENTRO ,65625000,(86)999826576,(  ),MONITORAMENTO@GMAIL.COM,20231002082110,yago,20231002081846,yago,(  )
1297,,5,653,U.B.S. PADRE DELFINO,01709-01,,R. BABACU ,00,,RESD. PADRE DELFINO,65638899,(86)998424699,(  ),NERENA_KAROLYNE@HOTMAIL.COM,20231010150826,yago,20231010150826,yago,(  )
1298,,5,622,U.B.S. BAIXA GRANDE,01710-01,,POV. BAIXA GRANDE ,00,,Z. RURAL,65550000,(  ),(  ),,20231018115401,yago,20231018115401,yago,(  )
1300,,36,654,U.B.S. GENI DE JESUS ALVES NUNES,01712-01,,AV. MARIA DOS NAVEGANTES,00,,CENTRO,65727000,(99)982550426,(  ),JEANEA701@GMAIL.COM,20231019122143,yago,20231019122143,yago,(  )
728,,0,462,U.B.S.F. SANDRO MENDES,01153-01,,R. 07 DE SETEMBRO ,00,,SANTO ANTONIO,65525000,(  ),(  ),TESTE.PEZINHO.ANAPURUS@GMAIL.COM,20231026112417,yago,20190328114815,hiago,(  )
1301,,5,462,U.B.S. TERESA TEIXEIRA BASTOS,01713-01,,R. 01 ,00,,SANTA BARBARA ,65525000,(  ),(  ),TESTE.PEZINHO.ANAPURUS@GMAIL.COM,20231026112937,yago,20231026112937,yago,(  )
725,,0,462,U.B.S.F. LIDIO VIEIRA DOS SANTOS,01151-01,,POV. BEBEDOURO ,00,,Z. RURAL,65525000,(98)984329112,(  ),TESTE.PEZINHO.ANAPURUS@GMAIL.COM,20231026113400,yago,20190328114518,hiago,(  )
1302,,5,637,U.B.S. SAO MARCOS ,01714-01,,AV. ANTONIO PEREIRA ARAGAO,00,,CENTRO ,65470000,(99)981328102,(  ),JAIRESMACEDO178@GMAIL.COM,20231107110937,yago,20231107110937,yago,(  )
1303,,5,637,U.B.S. AVENIDA PIQUI,01715-01,,AV. ACIOLY NUNES,00,,CENTRO ,65470000,(99)992199049,(  ),EQUIPEAVENIDAP@GMAIL.COM,20231107111458,yago,20231107111458,yago,(  )
1304,,5,653,U.B.S. 03/20,01716-01,,R. 15,00,,BELA VISTA ,65638899,(86)988638779,(  ),ALICIA.AZEVEDO98@OUTILOOK.COM,20231109082237,yago,20231109082237,yago,(86)999192671
1305,,5,653,U.B.S. 28/40,01717-01,,AV. PRINCIPAL ,03,,NOVO TEMPO ,65638899,(99)988242227,(  ),JANDISAMARA@GMAIL.COM,20231109082509,yago,20231109082509,yago,(99)988165151
1308,,5,624,U.B.S. BAIXAO DA LAGOA - MAE JOAQUINA,01720-01,,POV. BAIXAODA LAGOA,00,,Z. RURAL ,65970000,(99)988327640,(  ),UBSBAIXAODALAGOA16@GMAIL.COM,20231121141220,yago,20231121141124,yago,(  )
1306,,5,653,E.S.F 25 COCAIS,01718-01,,R. SAO BENTO ,00,,LOURIVAL ALMEIDA ,65638899,(86)988305700,(  ),IRENEPALUIS@HOTMAIL.COM ,20231128081858,thalyta,20231109082857,yago,(  )
1307,,5,653,E.S.F 41,01719-01,,POV. CAMPO GRANDE ,00,,Z. RURAL ,65638899,(98)981206300,(  ),NADJA.CVS@HOTMAIL.COM,20231128082051,thalyta,20231109083055,yago,(  )
1309,,0,653,E.S.F. 42,01721-01,,POV. 89,,,,65638899,(86)988815310,(  ),MICHELLESAMPAIO2508@GMAIL.COM,20231128084308,yago,20231128084308,yago,(  )
1310,,5,653,E.S.F. VILA DO BEC,01722-01,,R. 10,00,,VILA DO BEC,65605270,(86)988890170,(  ),NAYRATHALYTA1510@GMAIL.COM,20231201085005,yago,20231201085005,yago,(  )
1311,,113,653,U.B.S. PARQUE SAO FRANCISCO,01723-01,,R. 13 ,00,,CENTRO ,65605270,(11)956533662,(  ),GRACE.KELLY0702@GMAIL.COM ,20231201085336,yago,20231201085336,yago,(  )
412,,113,635,CENTRO DE SAÚDE SANTA BARBARA,00817-01,,Brasília/ AV. PRINCIPAL N-180 ,180,SANTA BARBARA,Cruzeiro de Santa Bárbara,65059817,(98)981803073,(  ),CSSANTAB@GMAIL.COM,20140131084051,thalyta,20190125122000,hiago,(98)988335460
1312,,5,515,U.B.S. MARCOS ANTONIO DO NASCIMENTO SILVA ,01724-01,,R. VELHA ,00,Z. RURAL ,POV. CENTRO DO PRIME,65765000,(99)991027827,(  ),AC.FEITOSA@OUTLOOK.COM,20240207084143,yago,20240207084143,yago,(  )
1313,,36,579,U.B.S. PARANA,01725-01,,AV. 02,00,,PARANA,65130000,(98)999920333,(  ),UBSPARANA004@GMAIL.COM ,20240216115050,yago,20240216115050,yago,(98)982523458
1314,,5,567,U.B.S. PASTORA SIQUEIRA DOS REIS,01726-01,,R. SAO JOAQUIM,00  ,,CENTRO,65850000,(98)987424682,(  ),UBSPASTORASIQUEIRAREIS@GMAIL.COM,20240222101924,thalyta,20240222101924,thalyta,(  )
1315,,5,570,U.B.S. DR JOAO CARLOS SERRA NETO ,01727-01,,R. HERMES DE ARAUJO,00,,CENTRO,65360000,(98)991908415,(  ),LAYANA_KELEN@HOTMAIL.COM,20240222102443,thalyta,20240222102443,thalyta,(  )
1299,,5,622,U.B.S. BELIZA COELHO LIMA,01711-01,,POV. CAJUEIRO,00,,Z. RURAL ,65550000,(98)984683538,(  ),COELHOBELIZA@GMAIL.COM,20240319083811,yago,20231018115457,yago,(98)984705804
1316,,5,659,U.B.S. SAO BENEDITO ,01728-01,,POV. SAO BENEDITO ,00,,Z. RURAL ,65580000,(98)98599697,(  ),RAVILASILVA15@GMAIL.COM,20240325124644,yago,20240325124644,yago,(86)94054868
1317,,5,659,U.B.S. ITAPERINHA ,01729-01,,POV. ITAPERINHA ,00,,Z. RURAL,65580000,(86)94462134,(  ),LILIAN.CALDASS@GMAIL.COM,20240325124818,yago,20240325124818,yago,(  )
1318,,5,659,U.B.S. PORTO DE AREIA II,01730-01,,R. 0 1,00,,CENTRO ,65580000,(85)998659789,(  ),TATIANESILVA.ENFERMEIRA@GMAIL.COM,20240325125000,yago,20240325125000,yago,(  )
1319,,5,537,U.B.S. VILA DIAMANTE,01731-01,,POV. VILA DIAMNTE,00,,Z. RURAL ,65345000,(98)988586089,(  ),,20240418110550,yago,20240418110550,yago,(98)984847155
1321,,113,633,U.B.S. SARNEY FILHO I,01734-01,,R. 03 ,00,,SARNEY FILHO I,65110000,(98)987672742,(  ),LUCIANE)MARIA@HOTMAIL.COM,20240422085204,yago,20240422085204,yago,(  )
1322,,36,633,U.B.S. SARNEY FILHO II,01735-01,,AV. MASCARENHAS DE MORAED,00,,VL SARNEY FILHO II,65110000,(98)988775358,(  ),,20240422085345,yago,20240422085345,yago,(98)982628480
1320,,0,499,U.B.S. IRAMAR RODRIGUES ,01732-01,,POV. HELENOPOLIS,00,,Z. RURAL ,65980000,(99)992295446,(  ),ENFERMEIRASUZANE@HOTMAIL.COM,20240422085616,yago,20240418112100,yago,(  )
1323,,5,633,U.B.S. VILA FLAMENGO ,01736-01,,R. DIAMANTE ,30,,VL FLAMENGO ,65110000,(98)982175057,(  ),LULUKA_SANTOS07@07HOTMAIL.COM ,20240422090044,yago,20240422090044,yago,(98)987072192
1324,,5,633,U.B.S. VILA SAO LUIS ,01737-01,,R. RIO GRANDE DO SUL,00,QD 07,VILA SAO LUIS ,65110000,(98)984398662,(  ),ORLEANDOFONSECA@HOTMAIL.COM ,20240422090222,yago,20240422090222,yago,(98)984441262
1325,,5,633,U.B.S. ALONSO COSTA ,01738-01,,AV. SOL NASCENTE ,00,,CENTRO,65110000,(98)986045322,(  ),ROSYKLEA@HOTMAIL.COM,20240422090429,yago,20240422090429,yago,(98)984318488
1326,,5,633,U.B.S. HONORIO GOMES,01739-01,,R. MAJOR PIROLA,,,CENTRO,65110000,(98)987256461,(  ),PAULA.BOTAO2024@GMAIL.COM,20240422090616,yago,20240422090616,yago,(98)983452766
1327,,5,633,U.B.S. JUCATUBA,01740-01,,AV. PRINCIPAL ,00,,JUCATUBA I,65110000,(98)996085433,(  ),ROSILEIDE.CASCAES@GMAIL.COM,20240422090758,yago,20240422090758,yago,(98)991015331
1328,,5,633,U.B.S. MIRITIUA,01741-01,,AV. GENERAL ARTHUR CARVALHO ,1040,,CENTRO,65110000,(98)987217851,(  ),,20240422091307,yago,20240422091307,yago,(98)992164504
1329,,5,633,U.B.S. NOVA AURORA,01742-01,,R. PROJETADA,02,,NOVA URORA ,65110000,(98)988581604,(  ),NANDA_GUTERRES@HOTMAIL.COM,20240422091445,yago,20240422091445,yago,(  )
1330,,5,633,U.B.S. PINDAI,01743-01,,R. JUSCELINO KUBSTICHECK,00,,CENTRO,65110000,(98)981932516,(  ),UBSPINDAI2023@GMAIL.COM,20240422091712,yago,20240422091712,yago,(  )
1331,,36,633,U.B.S. PITANGUEIRAS,01744-01,,AV. GENERAL ARTHUR CARVALHO ,00,,PICARREIRA,65110000,(98)985160022,(  ),UBSPITANGUEIRAS@GMAIL.COM,20240422091941,yago,20240422091941,yago,(  )
1332,,5,633,U.B.S. QUINTA,01745-01,,AV. TRINDADE ,00,,QUINTA,65110000,(98)984324525,(  ),FEMAYARA1312@GMAIL.COM,20240422092106,yago,20240422092106,yago,(  )
1333,,5,633,U.B.S. RECANTO VERDE,01746-01,,EST. DE SAO JOSE DE RIBAMR ,0,,PARAISO DAS ROSAS ,65110000,(98)985522835,(  ),NATHYPINHEIRO76@HOTMAIL.COM,20240422092256,yago,20240422092256,yago,(  )
1334,,5,633,U.B.S. SAO JOSE DOS INDIOS ,01747-01,,R. MARLENE MOROE,00,,SAO JOSE DOS INDIOS ,65110000,(98)981127992,(  ),ENFER.NAYARAMARTINS@GMAIL.COM,20240422092429,yago,20240422092429,yago,(  )
1335,,5,633,U.B.S. TURIUBA I ,01748-01,,R. ALBERTO MARQUIOLE,0,,TURIUBA IV,65110000,(98)987143149,(  ),CARLABIANCAROCHA1977@GMAIL.COM,20240422092608,yago,20240422092608,yago,(  )
1336,,5,633,U.B.S. TURIUBA II,01749-01,,R. ALBERTO MARQUIOLE,00,,TURIUBA 04,65110000,(98)987143149,(  ),CARLABIANCAROCHA1977@GMAIL.COM,20240422092737,yago,20240422092737,yago,(  )
1337,,5,633,U.B.S. VILA CAFETEIRA ,01750-01,,R. D,00,,VILA CAFETEIRA ,65110000,(98)988360313,(  ),CITA.PEREIRA@HOTMAIL.COM,20240422092904,yago,20240422092904,yago,(  )
1338,,5,633,U.B.S. JARDIM TROPICAL II,01751-01,,R.DA UNIAO ,00,,JD TROPICAL ,65110000,(98)981261033,(  ),ELIEDEDJESUS179@GMAIL.COM,20240422093157,yago,20240422093157,yago,(  )
1339,,5,633,U.B.S. JOTA LIMA,01752-01,,R. 13,00,,JOTA LIMA ,65110000,(98)984301761,(  ),ALE_DECA@ICLOUD.COM,20240422093337,yago,20240422093337,yago,(  )
1340,,5,633,U.B.S. KIOLA COSTA,01753-01,,R. PRINCESA FLORINE,140,,VILA KIOLA I,65110000,(98)984939370,(  ),JOYCEEBATISTA21@GMAIL.COM,20240422093524,yago,20240422093524,yago,(  )
1341,,5,633,U.B.S. SITIO DO APICUM,01754-01,,R. SAO SEBASTIAO ,00,,SITIO DO APICUM ,65110000,(98)984410661,(  ),UBSSITIODOAPICUM23@OUTLOOK.COM,20240422093649,yago,20240422093649,yago,(  )
1342,,5,633,U.B.S. SAO RAIMUNDO ,01755-01,,R.SAO JUDAS TADEU,17,,CENTRO,65110000,(98)989169842,(  ),CARLIANEENF@GMAIL.COM,20240422093806,yago,20240422093806,yago,(  )
1343,,5,633,U.B.S. VILA OPERARIA,01756-01,,R. 01 ,55,,VILA OPERARIA,65110000,(98)988727220,(  ),VILAOPERARIAUBS@GMAIL.COM,20240422094108,yago,20240422094108,yago,(  )
1344,,5,633,U.B.S. MAIOBINHA ,01757-01,,R.SAO SEBASTIAO ,00,,MAIOBINHA,65110000,(98)984477236,(  ),ESTELLA.RFURTADO@GMAIL.COM,20240422094222,yago,20240422094222,yago,(  )
1345,,5,633,U.B.S. JOTA CAMARA ,01758-01,,R. DO FIO,113,,JOTA CAMARA ,65110000,(98)987346290,(  ),LUCIANASUELE@GMAIL.COM,20240422094944,yago,20240422094944,yago,(  )
1346,,5,633,U.B.S. NOVA TERRA ,01759-01,,SIGNO DE CAPRICORNIO,00,,NOVA TERRA ,65110000,(98)987358715,(  ),ADRIANAFERREIRAENF2024@GMAIL.COM,20240422095214,yago,20240422095214,yago,(  )
1347,,5,633,U.B.S. DR. RAIMUNDO BALBINO ,01760-01,,EST. DE RIBAMAR,00,,VL DR JULINHO,65110000,(98)988330667,(  ),BIANCAOLIVEIRA2627@ICLOUD.COM,20240422095347,yago,20240422095347,yago,(  )
1348,,5,633,U.B.S. PANAQUATIRA,01761-01,,AV. PANAQUATIRA,00,,PANAQUATIRA,65110000,(98)988956946,(  ),VANNIAGSANTOS@GMAIL.COM,20240422100117,yago,20240422100117,yago,(  )
1349,,36,633,U.B.S. PARQUE JAIR,01762-01,,AV. ALONSO COSTA ,00,,PQ JAIR ,65110000,(98)988444421,(  ),UBSPARQUEJAIR1E2@GMAIL.COM,20240422100342,yago,20240422100342,yago,(  )
1350,,5,633,U.B.S. BOM JARDIM,01763-01,,R. SAO BERNARDO,00,,BOM JARDIM ,65110000,(98)991848975,(  ),UBS.BOMJARDIMSJR@GMAIL.COM,20240422100547,yago,20240422100547,yago,(  )
1351,,5,633,U.B.S. DA MATA,01764-01,,AV. TRINDADE,00,,MATA,65110000,(98)987913192,(  ),UBSDAMATA@GMAIL.COM,20240422100724,yago,20240422100724,yago,(  )
1352,,5,633,U.B.S. TRIZIDELA DA MAIOBA,01765-01,,R. SANTA LUZIA,00,,TRIZIDELA DA MAIOBA,65110000,(98)991010475,(  ),DENYTAJRA@HOTMAIL.COM,20240422103634,yago,20240422103634,yago,(  )
1353,,5,633,U.B.S. PARQUE VITORIA ,01766-01,,AV. JOSE SANTANA ,00,,CANUDOS,65110000,(98)992318469,(  ),KARLA_LIMA13@HOTMAIL.COM,20240422103757,yago,20240422103757,yago,(  )
1354,,5,633,U.B.S. GUARAPIRANGA,01767-01,,R. PRINCIPAL,00,,GUARAPIRANGA,65110000,(98)982774370,(  ),UBSGUARAPIRANGA@GMAIL.COM,20240422103921,yago,20240422103921,yago,(  )
1355,,5,633,U.B.S. PARQUE ARACAGY,01768-01,,R. 23,01,QD W,VILLAGE ARACAGY,65110000,(98)999477163,(  ),UBSPARQUEARAÇAGY2023@GMAIL.COM,20240422104147,yago,20240422104147,yago,(  )
1356,,5,633,U.B.S. COHATRAC V,01769-01,,R. 03,00,,COHATRAC V,65110000,(98)988554033,(  ),UBDCOHATRACV@OUTLOOK.COM,20240422104320,yago,20240422104320,yago,(  )
273,,113,633,HOSP.M. SAO JOSE DE RIBAMAR,00371-00,2458705,JOAO ALVES,S/N,,MOROPOIA,65110000,(98)981337355,(  ),SAATA1108@HOTMAIL.COM,20240422104832,yago,20170908095401,Implantação,(98)987339450
1358,,5,610,U.B.S. NAZARE,01771-01,,R. 12 DE OUTUBRO,00,,NAZARE,65763000,(99)985093621,(  ),PAULOTAFFBER57@GMAIL.COM,20240506075159,yago,20240506075159,yago,(  )
1359,,5,610,U.B.S. INGARANA,01772-01,,POV. INGARANA,00,,Z. RURAL ,65763000,(99)991031548,(  ),VITORIAJEMIMAENF@OUTLOOK.COM,20240506075746,yago,20240506075746,yago,(  )
1360,,5,653,U.B.S. 16/53,01773-01,,R. 21 ,00,,PEDRO PATRICIO ,65638899,(86)988535347,(  ),WALLESK.PIMENTEL@HOTMAIL.COM,20240528084912,yago,20240528084912,yago,(  )
1357,,5,633,U.B.S. JARDIM TROPICAL I,01770-01,,AV. PARAISO ,70,,JARDIM TROPICAL,65110000,(98)984201047,(  ),DUDU_25SILVA@HOTMAIL.COM,20240717151757,thalyta,20240422104701,yago,(  )
1362,,36,635,C. S. DIVINEIA ,01774-01,,AV. BRASIL ,00,,DIVINEIA ,65010000,(98)984279984,(  ),CSDIVINEIA@GMAIL.COM,20240724113629,thalyta,20240724113305,yago,(98)988712020
1363,,36,635,HOSP. DE REF. EST. DE A.C. DR° CARLOS MARCIEIRA,01775-01,,AV. JERONIMO DE ALBUQUERQUE,00,,CALHAU,65010000,(98)988384061,(  ),AADMINISTRATIVO@INSTITUTOACQUA.ORG.BR,20240911072105,yago,20240911072105,yago,(98)991964982
1361,,3,633,UNIDADE DE SAUDE  SEMUS,01776-01,,CLODOMIR CARDOSO ,SN,,MOROPOIA,65110000,(98)985431040,(  ),SAUDEDACRIANCASJR@GMAIL.COM,20240911072321,yago,20240715155213,cristiana,(  )
1364,,5,630,U.B.S. LAURO PEREIRA,01777-01,,R. DOMINGOS GONZAGA,00,,SAO SEBASTIAO ,65973000,(  ),(  ),,20240913095110,yago,20240913095110,yago,(  )
1365,,5,630,U.B.S. TRES BOCAS ,01787-01,,AV. MARCOS SILVA ,00,,VL HORACIO ,65973000,(  ),(  ),,20240913095207,yago,20240913095207,yago,(  )
1366,,5,630,U.B.S. PROJETO SAO PEDRO ,01779-01,,POVOADO ,00,,Z. RURAL,65973000,(  ),(  ),,20240913095305,yago,20240913095305,yago,(  )
1367,,5,630,U.B.S. OSVALDO CRUZ,01780-01,,POVOADO ,00,,Z. RURAL,65973000,(  ),(  ),,20240913095405,yago,20240913095405,yago,(  )
1368,,5,659,U.B.S. BOM GOSTO II ,01788-01,,POV. BOM GOSTO ,00,,Z. RURAL ,65580000,(  ),(  ),,20240924130603,yago,20240924130603,yago,(  )
1369,,5,659,U.B.S. BELEM,01789-01,,R. PRINCIPAL ,00,,BELEM ,65580000,(  ),(  ),,20240924130906,yago,20240924130906,yago,(  )
1370,,5,659,U.B.S. SERIEMA II,01790-01,,POV. SERIEMA ,00,,Z. RURAL,65580000,(  ),(  ),,20240924131012,yago,20240924131012,yago,(  )
1371,,5,659,U.B.S. LAGOINHA,01791-01,,POV. LAGOINHA ,00,,Z. RURAL ,65580000,(  ),(  ),,20240924131209,yago,20240924131209,yago,(  )
1372,,5,559,U.B.S. ANTONIO CAXIAS,01792-01,,POV. CASULO,00,,Z. RURAL,65289000,(98)970046289,(  ),ANAKARLASOUSAENF@GMAIL.COM,20241004070433,yago,20241004070433,yago,(98)984909737
1374,,5,655,U.B.S. ZACARIAS BATISTA ,01794-01,,R. 01 ,00,,CENTRO ,65398000,(  ),(  ),,20241007105025,yago,20241007105025,yago,(  )
1375,,5,655,U.B.S. POV. SERRA,01795-01,,"R, 01 ",00,,CENTRO,65398000,(  ),(  ),,20241007105129,yago,20241007105129,yago,(  )
1376,,5,655,U.B.S. JOSE PRAIANO,01796-01,,R. 01 ,00,,CENTRO,65398000,(  ),(  ),,20241007105218,yago,20241007105218,yago,(  )
1373,,5,655,U.B.S. DE AGUA BELA,01793-01,,R. 01 ,00,,CENTRO,65398000,(  ),(  ),,20241007134928,thalyta,20241007104930,yago,(  )
1378,,5,614,U.B.S. JACUNICAUA I ,01798-01,,R. 01 ,00,,Z. RURAL ,65272000,(99)981152580,(  ),,20241010090214,yago,20241010090214,yago,(  )
1379,,5,614,U.B.S. FRANCISCA FURTADO,01799-01,,AV. JEFFERSON MESQUITA ,00,,CENTRO,65272000,(99)999859012,(  ),,20241010090359,yago,20241010090359,yago,(  )
1380,,5,614,U.B.S. CIZINO,01800-01,,R. 01 ,00,,Z. RURAL ,65272000,(  ),(  ),,20241010090456,yago,20241010090456,yago,(  )
1382,,5,653,U.B.S. 30/31 - SAO BENEDITO,01802-01,,R. SAO JOSE ,462,,SAO BENEDITO ,65638899,(  ),(  ),,20241010092623,yago,20241010092623,yago,(  )
1381,,5,653,E.S.F. 43 / JOAO EMILIO FALCAO ,01801-01,,POV.CASTELO ,00,,Z. RURAL ,65638899,(86)988651173,(  ),,20241010092722,yago,20241010092420,yago,(  )
1383,,36,653,U.B.S. CIDADE NOVA,01803-01,,AV. 02,00,,CID. NOVA II,65638899,(86)994362502,(  ),,20241010092918,yago,20241010092918,yago,(  )
1384,,5,653,E.S.F. 29,01804-01,,R. RIQUEL SIMAO,550,,CENTRO,65638899,(86)999768482,(  ),,20241010093053,yago,20241010093053,yago,(  )
1385,,5,653,E.S.F. 49,01805-01,,POV. GARAPA,00,,Z. RURAL,65638899,(86)999052204,(  ),,20241010093222,yago,20241010093222,yago,(  )
1386,,5,653,U.B.S. BURITI CORTADO,01806-01,,POV. BURITI ,00,,Z. RURAL,65638899,(86)988315180,(  ),,20241010093344,yago,20241010093344,yago,(  )
1387,,5,653,U.B.S. BOA VISTA ,01807-01,,R. 03,00,,CONJ. BOA VISTA,65638899,(86)999558901,(  ),,20241010093743,yago,20241010093743,yago,(  )
1388,,5,653,E.S.F. 12 / SAO FRANCISCO ,01808-01,,R. 110,00,,CENTRO,65638899,(86)988476130,(  ),,20241010094237,yago,20241010094237,yago,(  )
1389,,5,653,U.B.S. MANGUEIRA ,01809-01,,R. 06 ,00,,SANTO ANTONIO ,65638899,(86)981380863,(  ),,20241010094421,yago,20241010094421,yago,(  )
1390,,5,653,U.B.S. 37,01810-01,,R. 08,00,ESC. PEDRO F. LOPES,CENTRO,65638899,(86)988538052,(  ),,20241010094552,yago,20241010094552,yago,(  )
1392,,5,653,U.B.S. 21 / MARIMAR,01812-01,,R. 12,00,,MARIMAR ,65638899,(86)994808540,(  ),,20241011114144,yago,20241011114144,yago,(  )
1391,,5,653,E.S.F. 38 - CAJUEIRO ,01811-01,,R. 01,00,,CAJUEIRO ,65638899,(86)988090061,(  ),,20241011114212,yago,20241010094913,yago,(  )
1393,,5,653,E.S.F. 46 / GAMELEIRA,01813-01,,R 01,00 ,,CENTRO,65638899,(86)999045413,(  ),,20241018125355,yago,20241018125355,yago,(  )
1394,,5,653,E.S.F. 48 / SAO BENEDITO,01814-01,,POV. SAO BENEDITO,00,,Z. RURAL,65638899,(86)988696925,(  ),,20241018125516,yago,20241018125516,yago,(  )
